Downloaded from wid.world on 05-01-2022 at 14:59:31
Poland;"shweal_p90p100_z_PL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.6155
Poland;"shweal_p99p100_z_PL
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2981
Portugal;"shweal_p0p50_z_PT
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.0353
Portugal;"shweal_p90p100_z_PT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.6058
Portugal;"shweal_p99p100_z_PT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2554
Romania;"shweal_p0p50_z_RO
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.0599
Romania;"shweal_p90p100_z_RO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5653
Romania;"shweal_p99p100_z_RO
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2328
Slovakia;"shweal_p0p50_z_SK
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.074
Slovakia;"shweal_p90p100_z_SK
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.4966
Slovakia;"shweal_p99p100_z_SK
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.1746
Slovenia;"shweal_p0p50_z_SI
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.0579
Slovenia;"shweal_p90p100_z_SI
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5723
Slovenia;"shweal_p99p100_z_SI
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2321
Spain;"shweal_p0p50_z_ES
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.067
Spain;"shweal_p90p100_z_ES
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5739
Spain;"shweal_p99p100_z_ES
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2393
Sweden;"shweal_p0p50_z_SE
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.0598
Sweden;"shweal_p90p100_z_SE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5689
Sweden;"shweal_p99p100_z_SE
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2548
United Kingdom;"shweal_p0p50_z_GB
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.0466
United Kingdom;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5699
United Kingdom;"shweal_p99p100_z_GB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2104
